State_Name,Assembly_No,Sequence_No,Name,start_date,end_date,days_in_off,delay_apt,Administrative_rule,MLC,Caretaker_CM,Constituency_No,Poll_No,Position,pid,Party,No_Terms,Turncoat,Incumbent,Recontest
Karnataka,5,1,Sri H.D.DEVEGOWDA,11/12/94,31/5/96,537,0,no,no,0,94,0,1,AEKA106161,JD,4,TRUE,FALSE,TRUE
Karnataka,5,2,Sri J.H.PATEL,31/5/96,7/10/99,1224,0,no,no,0,158,0,1,GENA18881,JD,4,FALSE,FALSE,TRUE
Karnataka,6,1,Sri S.M.KRISHNA,11/10/99,28/5/04,1691,4,no,no,0,102,0,1,AEKA107872,INC,2,FALSE,FALSE,TRUE
Karnataka,7,1,Sri DHARAM SINGH,28/5/04,2/2/06,615,0,no,no,0,15,0,1,AEKA108,INC,7,FALSE,TRUE,TRUE
Karnataka,7,2,Sri H.D.KUMARA SWAMY,3/2/06,8/10/07,612,1,no,no,0,94,0,1,GEKA3026,JD(S),1,FALSE,FALSE,TRUE
Karnataka,NA,5,PRESIDENT`S RULE,8/10/07,12/11/07,35,0,yes,no,0,,,,,,,,,
Karnataka,7,3,Sri B.S.YEDDYURAPPA,12/11/07,19/11/07,7,0,no,no,0,167,0,1,AEKA2060,BJP,5,FALSE,FALSE,TRUE
Karnataka,NA,6,PRESIDENT`S RULE,20/11/07,29/5/08,191,1,yes,no,0,,,,,,,,,
Karnataka,8,1,Dr B.S.YEDDYURAPPA,30/5/08,4/8/11,1161,1,no,no,0,115,0,1,AEKA2060,BJP,6,FALSE,TRUE,TRUE
Karnataka,8,2,Sri D.V.SADANANDA GOWDA,5/8/11,11/7/12,341,1,no,yes,0,,,,,,,,,
Karnataka,8,3,Sri JAGADISH SHETTAR,12/7/12,,,1,no,no,0,73,0,1,AEKA1493,BJP,4,FALSE,TRUE,TRUE
Kerela,NA,1,President's Rule,10/9/64,6/3/67,907,,yes,no,0,,,,,,,,,
Kerela,4,1,Shri. E. M. S. Namboodiripad,6/3/67,1/11/69,971,0,no,no,0,37,0,1,,,,,,
Kerela,4,2,Shri. C. Achutha Menon,1/11/69,1/8/70,273,0,no,no,0,111,1,1,,,,,,
Kerela,NA,2,President's Rule,1/8/70,4/10/70,64,0,,,0,,,,,,,,,
Kerela,5,1,Shri. C. Achutha Menon,4/10/70,25/3/77,2364,0,no,no,0,56,0,1,,,,,,
Kerela,6,1,Shri. K. Karunakaran,25/3/77,25/4/77,31,0,no,no,0,62,0,1,,,,,,
Kerela,6,2,Shri. A. K. Antony,27/4/77,27/10/78,548,2,no,no,0,,,,,,,,,
Kerela,6,3,Shri. P. K. Vasudevan Nair,29/10/78,7/10/79,343,2,no,no,0,100,0,1,,,,,,
Kerela,6,4,Shri. C. H. Mohammed Koya,12/10/79,1/12/79,50,5,no,no,0,34,0,1,,,,,,
Kerela,NA,3,President's Rule,1/12/79,25/1/80,55,0,yes,no,0,,,,,,,,,
Kerela,7,1,Shri. E. K. Nayanar,25/1/80,20/10/81,634,0,no,no,0,48,0,1,,,,,,
Kerela,7,2,Shri. K. Karunakaran,28/12/81,17/3/82,79,69,no,no,0,62,0,1,,,,,,
Kerela,8,1,Shri. K. Karunakaran,24/5/82,25/3/87,1766,68,no,no,0,62,0,1,,,,,,
Kerela,9,1,Shri. E. K. Nayanar,26/3/87,17/6/91,1544,1,no,no,0,5,0,1,,,,,,
Kerela,10,1,Shri. K. Karunakaran,24/6/91,16/3/95,1361,7,no,no,0,62,0,1,,,,,,
Kerela,10,2,Shri. A. K. Antony,22/3/95,9/5/96,414,6,no,no,0,36,1,1,,,,,,
Kerela,11,1,Shri. E. K. Nayanar,20/5/96,13/5/01,1819,11,no,no,0,12,1,1,,,,,,
Kerela,12,1,Shri. A. K. Antony,17/5/01,29/8/04,1200,4,no,no,0,98,0,1,,,,,,
Kerela,12,2,Shri. Oommen Chandy,31/8/04,12/5/06,619,2,no,no,0,92,0,1,,,,,,
Kerela,13,1,Shri. V. S. Achuthanandan,18/5/06,14/5/11,1822,6,no,no,0,48,0,1,,,,,,
Kerela,14,1,Shri. Oommen Chandy,18/5/11,20/5/16,1829,4,no,no,0,98,0,1,,,,,,
Kerela,15,1,Shri. Pinarayi Vijayan,25/5/16,,,5,no,no,0,12,0,1,,,,,,
Madhya_Pradesh,3,1,Shri Bhagwantrao Mandloi,12/3/62,29/9/63,566,,no,no,0,258,0,1,AEMP1231,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,3,2,Shri Dwarka Prasad Mishra,30/9/63,8/3/67,1255,1,no,no,0,,,,,,,,,
Madhya_Pradesh,4,1,Shri Dwarka Prasad Mishra,9/3/67,29/7/67,142,1,no,no,0,174,0,1,AEMP2313,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,4,2,Shri Govindnarayan Singh,30/7/67,12/3/69,591,1,no,no,0,48,0,1,AEMP1664,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,4,3,Shri Raja Nareshchandra Singh,13/3/69,25/3/69,12,1,no,no,0,87,0,1,AEMP1877,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,4,4,Shri Shyamacharan Shukla,26/3/69,28/1/72,1038,1,no,no,0,121,0,1,AEMP2052,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,4,5,Shri Prakash Chandra Sethi,29/1/72,22/3/72,53,1,no,no,0,245,0,1,AEMP2704,BJS,1,FALSE,FALSE,FALSE
Madhya_Pradesh,5,1,Shri Prakash Chandra Sethi,23/3/72,22/12/75,1369,1,no,no,0,245,0,1,GEMP19195,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,5,2,Shri Shyamacharan Shukla,23/12/75,29/4/77,493,1,no,no,0,121,0,1,AEMP631,INC,2,FALSE,FALSE,FALSE
Madhya_Pradesh,NA,1,Presidents Rule,30/4/77,25/6/77,56,1,yes,no,0,,,,,,,,,
Madhya_Pradesh,6,1,Shri Kailsh Chandra Joshi,26/6/77,17/1/78,205,1,no,no,0,279,0,1,AEMP6173,JNP,1,FALSE,FALSE,FALSE
Madhya_Pradesh,6,2,Shri Virendra Kumar Sakhlecha,18/1/78,19/1/80,731,1,no,no,0,320,0,1,AEMP4304,JNP,1,TRUE,FALSE,TRUE
Madhya_Pradesh,6,3,Shri Sunderlal Patwa,20/1/80,17/2/80,28,1,no,no,0,237,0,1,AEMP14084,JNP,1,FALSE,FALSE,FALSE
Madhya_Pradesh,NA,2,Presidents Rule,18/2/80,8/6/80,111,1,yes,no,0,,,,,,,,,
Madhya_Pradesh,7,1,Shri Arjun Singh,9/6/80,10/3/85,1735,1,no,no,0,73,0,1,AEMP4869,INC(I),2,TRUE,TRUE,TRUE
Madhya_Pradesh,8,1,Shri Arjun Singh,11/3/85,12/3/85,1,1,no,no,0,73,0,1,AEMP4869,INC,3,TRUE,TRUE,TRUE
Madhya_Pradesh,8,2,Shri Motilal Vora,13/3/85,13/2/88,1067,1,no,no,0,162,0,1,AEMP3657,INC,4,TRUE,TRUE,TRUE
Madhya_Pradesh,8,3,Shri Arjun Singh,14/2/88,24/1/89,345,1,no,no,0,73,0,1,AEMP4869,INC,3,TRUE,TRUE,TRUE
Madhya_Pradesh,8,4,Shri Motilal Vora,25/1/89,8/12/89,317,1,no,no,0,162,0,1,AEMP3657,INC,4,TRUE,TRUE,TRUE
Madhya_Pradesh,8,5,Shri Shyamacharan Shukla,9/12/89,4/3/90,85,1,no,no,1,,,,,,,,,
Madhya_Pradesh,9,1,Shri Sunderlal Patwa,5/3/90,15/12/92,1016,1,no,no,0,145,0,1,AEMP17107,BJP,1,FALSE,FALSE,FALSE
Madhya_Pradesh,NA,3,Presidents Rule,16/12/92,6/12/93,355,1,yes,no,0,,,,,,,,,
Madhya_Pradesh,10,1,Shri Digvijay Singh,7/12/93,1/12/98,1820,1,no,no,0,30,1,1,AEMP100526,INC,1,FALSE,FALSE,FALSE
Madhya_Pradesh,11,1,Shri Digvijay Singh,1/12/98,8/12/03,1833,0,no,no,0,31,0,1,AEMP84686,INC,3,TRUE,FALSE,FALSE
Madhya_Pradesh,12,1,Sushri Uma Bharti,8/12/03,23/8/04,259,0,no,no,0,47,0,1,AEMP21726,BJP,1,FALSE,FALSE,FALSE
Madhya_Pradesh,12,2,Shri Babulal Gaur,23/8/04,29/11/05,463,0,no,no,0,148,0,1,AEMP7817,BJP,5,FALSE,TRUE,TRUE
Madhya_Pradesh,12,3,Shri Shivraj Singh Chouhan,29/11/05,12/12/08,1109,0,no,no,0,144,1,1,AEMP100740,BJP,1,FALSE,FALSE,FALSE
Madhya_Pradesh,13,1,Shri Shivraj Singh Chouhan,12/12/08,13/12/13,1827,0,no,no,0,156,0,1,AEMP13961,BJP,2,FALSE,FALSE,FALSE
Madhya_Pradesh,14,1,Shri Shivraj Singh Chouhan,14/12/13,16/12/18,1828,1,no,no,0,156,0,1,AEMP28651,BJP,1,FALSE,FALSE,FALSE
Madhya_Pradesh,15,1,Shri Kamal Nath,17/12/18,22/3/20,461,1,no,no,0,,,,,,,,,
Madhya_Pradesh,15,2,Shri Shivraj Singh Chouhan,23/3/20,,,1,no,no,0,156,0,1,AEMP28651,BJP,2,FALSE,TRUE,TRUE
Meghalaya,0,1,Capt. W.A. Sangma,2/4/70,18/3/72,716,,no,no,1,,,,,,,,,
Meghalaya,1,1,Capt. W.A. Sangma,18/3/72,3/3/78,2176,0,no,no,0,,,,,,,,,
Meghalaya,2,1,Shri D.D. Pugh,10/3/78,6/5/79,422,7,no,no,0,20,0,1,AEML5196209,AHL,1,FALSE,FALSE,FALSE
Meghalaya,2,2,Shri B.B. Lyngdoh,7/5/79,7/5/81,731,1,no,no,0,27,0,1,AEML333,AHL,2,FALSE,TRUE,TRUE
Meghalaya,2,3,Capt. W.A. Sangma,7/5/81,24/2/83,658,0,no,no,0,37,0,1,AEAS197408,INC,1,FALSE,FALSE,FALSE
Meghalaya,3,1,Shri B.B. Lyngdoh,2/3/83,31/3/83,29,6,no,no,0,27,0,1,AEML333,AHL,3,FALSE,TRUE,TRUE
Meghalaya,3,2,Shri W.A. Sangma,2/4/83,5/2/88,1770,2,no,no,0,37,0,1,AEAS197408,INC,2,FALSE,TRUE,TRUE
Meghalaya,4,1,Shri Purno A. Sangma,6/2/88,25/3/90,778,1,no,no,0,52,0,1,AEML1013,INC,1,FALSE,FALSE,FALSE
Meghalaya,4,2,Shri B.B. Lyngdoh,26/3/90,10/10/91,563,1,no,no,0,27,0,1,AEML333,HPU,4,TRUE,TRUE,TRUE
Meghalaya,NA,1,President's Rule,11/10/91,5/2/92,117,1,yes,no,0,,,,,,,,,
Meghalaya,4,3,Shri D.D. Lapang,5/2/92,19/2/93,380,0,no,no,0,10,0,1,AEML55,INC,4,FALSE,TRUE,TRUE
Meghalaya,5,1,Shri S.C. Marak,19/2/93,10/3/98,1845,0,no,no,0,42,0,1,AEML642,INC,5,FALSE,TRUE,TRUE
Meghalaya,6,1,Shri B.B. Lyngdoh,10/3/98,8/3/00,729,0,no,no,0,27,0,1,AEML333,UDP,6,TRUE,TRUE,TRUE
Meghalaya,6,2,Shri E.K. Mawlong,8/3/00,8/12/01,640,0,no,no,0,9,0,1,AEML84,UDP,5,TRUE,TRUE,TRUE
Meghalaya,6,3,Dr. F.A. Khonglam,8/12/01,4/3/03,451,0,no,no,0,29,0,1,AEML343,IND,3,FALSE,TRUE,TRUE
Meghalaya,7,1,Shri D.D. Lapang,4/3/03,15/6/06,1199,0,no,no,0,10,0,1,AEML55,INC,6,FALSE,TRUE,TRUE
Meghalaya,7,2,Shri J. D. Rymbai,15/6/06,10/3/07,268,0,no,no,0,11,0,1,AEML5195487,INC,4,FALSE,TRUE,TRUE
Meghalaya,7,3,Shri D. D. Lapang,10/3/07,19/3/08,375,0,no,no,0,10,0,1,AEML55,INC,6,FALSE,TRUE,TRUE
Meghalaya,8,1,Dr. Donkupar Roy,19/3/08,19/3/09,365,0,no,no,0,30,0,1,AEML472,UDP,5,FALSE,TRUE,TRUE
Meghalaya,NA,2,PRESIDENT'S RULE,19/3/09,13/4/09,25,0,yes,no,0,,,,,,,,,
Meghalaya,8,2,Shri D. D. Lapang,13/5/09,18/4/10,340,30,no,no,0,10,0,1,AEML55,INC,7,FALSE,TRUE,TRUE
Meghalaya,8,3,Shri Mukul Sangma,20/4/10,,,2,no,no,0,58,0,1,GEML5195848,INC,4,FALSE,TRUE,TRUE
Mizoram,1,1,Ch Chhunga,3/5/72,10/5/77,1833,,no,no,0,27,0,1,AEMZ1851,IND,1,FALSE,FALSE,FALSE
Mizoram,1,2,President's Rule,11/5/77,1/6/78,386,1,yes,no,0,,,,,,,,,
Mizoram,2,1,Brig T Sailo,2/6/78,10/11/78,161,1,no,no,0,27,0,1,AEMZ5195732,PPC,1,FALSE,FALSE,FALSE
Mizoram,NA,1,President's Rule,11/11/78,7/5/79,177,1,yes,no,0,,,,,,,,,
Mizoram,3,1,Brig T Sailo,8/5/79,4/5/84,1823,1,no,no,0,27,0,1,AEMZ5195732,PPC,2,FALSE,TRUE,TRUE
Mizoram,4,1,Lal Thanhawla,5/5/84,20/8/86,837,1,no,no,0,24,0,1,AEMZ5196116,INC,2,TRUE,TRUE,TRUE
Mizoram,4,2,Laldenga,21/8/86,19/2/87,182,1,no,no,1,,,,,,,,,
Mizoram,5,1,Laldenga,20/2/87,7/10/88,595,1,no,no,0,34,0,1,AEMZ5196127,IND,1,FALSE,FALSE,FALSE
Mizoram,NA,2,President's Rule,8/10/88,23/1/89,107,1,yes,no,0,,,,,,,,,
Mizoram,6,1,Lal Thanhawla,24/1/89,7/12/93,1778,1,no,no,0,25,0,1,AEMZ5196115,INC,2,FALSE,FALSE,FALSE
Mizoram,7,1,Lal Thanhawla,8/12/93,3/12/98,1821,1,no,no,0,30,0,1,AEMZ5196116,INC,5,FALSE,TRUE,TRUE
Mizoram,8,1,Zoramthanga,4/12/98,1/12/03,1823,1,no,no,0,14,0,1,GEMZ5196270,MNF,4,FALSE,TRUE,TRUE
Mizoram,9,1,Zoramthanga,2/12/03,9/12/08,1834,1,no,no,0,15,0,1,GEMZ5196270,MNF,5,FALSE,TRUE,TRUE
Mizoram,10,1,Lal Thanhawla,10/12/08,11/12/13,1827,1,no,no,0,26,0,1,AEMZ5196116,INC,7,FALSE,TRUE,TRUE
Mizoram,11,1,Lal Thanhawla,12/12/13,14/12/18,1828,1,no,no,0,26,0,1,AEMZ5196116,INC,8,FALSE,TRUE,TRUE
Mizoram,12,1,Zoramthanga,15/12/18,,,1,no,no,0,13,0,1,GEMZ5196270,MNF,6,FALSE,FALSE,TRUE
Nagaland,1,1,P.Shilu Ao,11/2/64,14/8/66,915,,no,no,1,,,,,,,,,
Nagaland,1,2,T.N. Angami,14/8/66,22/2/69,923,0,no,no,0,6,0,1,AENL245,IND,1,FALSE,FALSE,FALSE
Nagaland,2,1,Hokishe Sema,22/2/69,26/2/74,1830,0,no,no,0,30,0,1,AENL5196035,NNO,2,FALSE,TRUE,TRUE
Nagaland,3,1,Vizol Angami,26/2/74,10/3/75,377,0,no,no,0,15,0,1,AENL1117,UDF,2,FALSE,FALSE,FALSE
Nagaland,3,2,John Bosco Jasokie,10/3/75,20/3/75,10,0,no,no,0,9,0,1,AENL16,NNO,3,FALSE,TRUE,TRUE
Nagaland,NA,1,President's rule,20/3/75,25/11/77,981,0,yes,no,0,,,,,,,,,
Nagaland,4,1,Vizol Angami,25/11/77,18/4/80,875,0,no,no,0,15,0,1,AENL1117,UDF,3,FALSE,TRUE,TRUE
Nagaland,4,2,S.C. Jamir,18/4/80,4/6/80,47,0,no,no,0,26,0,1,AENL526,UDF,1,FALSE,FALSE,FALSE
Nagaland,4,3,John Bosco Jasokie,5/6/80,18/11/82,896,1,no,no,0,9,0,1,AENL16,INC,4,TRUE,TRUE,TRUE
Nagaland,5,1,S.C. Jamir,18/11/82,28/10/86,1440,0,no,no,0,26,0,1,AENL526,INC,2,TRUE,TRUE,TRUE
Nagaland,5,2,Hokishe Sema,29/10/86,21/11/87,388,1,no,no,0,4,0,1,AENL449,INC,2,FALSE,TRUE,TRUE
Nagaland,6,1,Hokishe Sema,21/11/87,7/8/88,260,0,no,no,0,4,0,1,AENL449,INC,3,FALSE,TRUE,TRUE
Nagaland,NA,2,President's rule,7/8/88,25/1/89,171,0,yes,no,0,,,,,,,,,
Nagaland,7,1,S.C. Jamir,25/1/89,10/5/90,470,0,no,no,0,27,0,1,AENL526,INC,3,FALSE,FALSE,FALSE
Nagaland,7,2,K.L. Chishi,16/5/90,19/6/90,34,6,no,no,0,32,0,1,AENL279,NPC,4,TRUE,TRUE,TRUE
Nagaland,7,3,Vamuzo Phesao,19/6/90,2/4/92,653,0,no,no,0,,,,,,,,,
Nagaland,7,4,President's rule,2/4/92,22/2/93,326,0,yes,no,0,,,,,,,,,
Nagaland,8,1,S.C. Jamir,22/2/93,4/3/98,1836,0,no,no,0,27,0,1,AENL526,INC,4,FALSE,TRUE,TRUE
Nagaland,9,1,S.C. Jamir,4/3/98,6/3/03,1828,0,no,no,0,26,0,1,AENL526,INC,5,FALSE,TRUE,TRUE
Nagaland,10,1,Neiphiu Rio,6/3/03,3/1/08,1764,0,no,no,0,11,0,1,AENL104,NPF,4,TRUE,TRUE,TRUE
Nagaland,NA,3,President's rule,3/1/08,12/3/08,69,0,yes,no,0,,,,,,,,,
Nagaland,11,2,Neiphiu Rio,12/3/08,27/2/13,1813,0,no,no,0,11,0,1,AENL104,NPF,5,FALSE,TRUE,TRUE
Nagaland,12,1,Neiphiu Rio,28/2/13,23/5/14,449,1,no,no,0,11,0,1,AENL104,NPF,6,FALSE,TRUE,TRUE
Nagaland,12,2,T.R. Zeliang,24/5/14,19/2/17,1002,1,no,no,0,7,0,1,AENL71,NPF,2,FALSE,TRUE,TRUE
Nagaland,12,3,Dr.Shurhozelie Liezietsu,22/2/17,18/7/17,146,3,no,no,0,,,,,,,,,
Nagaland,12,4,T.R. Zeliang,19/7/17,7/3/18,231,1,no,no,0,7,0,1,AENL71,NPF,2,FALSE,TRUE,TRUE
Nagaland,13,1,Neiphiu Rio,8/3/18,,,1,no,no,0,11,0,1,AENL104,NDPP,7,TRUE,FALSE,TRUE
Odisha,4,1,Shri Rajendra Narayan Singh Deo,8/3/67,9/1/71,1403,,no,no,0,103,0,1,AEOD11198,SWA,1,FALSE,FALSE,FALSE
Odisha,NA,1,President's rule,11/1/71,3/4/71,82,2,yes,no,0,,,,,,,,,
Odisha,5,1,Shri Biswanath Das,3/4/71,14/6/72,438,0,no,no,0,125,1,1,AEOD10658,IND,1,FALSE,FALSE,FALSE
Odisha,5,2,Smt. Nandini Satapathy,14/6/72,3/3/73,262,0,no,no,0,41,1,1,AEOD10177,INC,1,FALSE,FALSE,FALSE
Odisha,NA,2,President's rule,3/3/73,6/3/74,368,0,,,0,,,,,,,,,
Odisha,6,1,Smt. Nandini Satapathy,6/3/74,16/12/76,1016,0,no,no,0,41,1,1,,,,,,
Odisha,NA,3,President's rule,16/12/76,29/12/76,13,0,yes,no,0,,,,,,,,,
Odisha,6,2,Shri Binayak Acharya,29/12/76,30/4/77,122,0,no,no,0,75,0,1,AEOD10342,INC,2,FALSE,TRUE,TRUE
Odisha,NA,4,President's rule,30/4/77,26/6/77,57,0,yes,no,0,,,,,,,,,
Odisha,7,1,Shri Nilamani Routray,26/6/77,17/2/80,966,0,no,no,0,22,0,1,AEOD8671,JNP,1,FALSE,FALSE,FALSE
Odisha,NA,5,President's rule,17/2/80,9/6/80,113,0,yes,no,0,,,,,,,,,
Odisha,8,1,Shri Janaki Ballav Patnaik,9/6/80,9/3/85,1734,0,no,no,0,47,1,1,AEOD8061,INC(I),1,FALSE,FALSE,FALSE
Odisha,9,1,Shri Janaki Ballav Patnaik,9/3/85,7/12/89,1734,0,no,no,0,47,0,1,GEOD00000163,INC,1,FALSE,FALSE,FALSE
Odisha,9,2,Shri Hemananda Biswal,7/12/89,4/3/90,87,0,no,no,0,131,0,1,GEOD70941,INC,3,TRUE,TRUE,TRUE
Odisha,10,1,Shri Biju Patnaik,5/3/90,15/3/95,1836,1,no,no,0,50,0,1,AEOD10214,JD,3,TRUE,TRUE,TRUE
Odisha,11,1,Shri Janaki Ballav Patnaik,15/3/95,17/2/99,1435,0,no,no,0,6,1,1,AEOD8061,INC,2,TRUE,FALSE,FALSE
Odisha,11,2,Dr. Giridhar Gamang,17/2/99,6/12/99,292,0,no,no,0,,,,,,,,,
Odisha,11,3,Shri Hemananda Biswal,6/12/99,5/3/00,90,0,no,no,0,131,0,1,GEOD70941,INC,5,FALSE,TRUE,TRUE
Rajasthan,3,1,Mohan Lal Sukhadia,12/3/62,13/3/67,1827,,no,no,0,108,0,1,AERJ568,INC,1,FALSE,FALSE,FALSE
Rajasthan,NA,1,President's rule,13/3/67,26/4/67,44,0,yes,no,0,,,,,,,,,
Rajasthan,4,1,Mohan Lal Sukhadia,26/4/67,9/7/71,1535,0,no,no,0,130,0,1,AERJ568,INC,2,FALSE,TRUE,TRUE
Rajasthan,4,2,Barkatullah Khan,9/7/71,15/3/72,250,0,no,no,0,,,,,,,,,
Rajasthan,5,1,Barkatullah Khan,15/3/72,11/10/73,575,0,no,no,0,147,0,1,AERJ2502,INC,1,FALSE,FALSE,FALSE
Rajasthan,5,2,Hari Dev Joshi,11/10/73,29/4/77,1296,0,no,no,0,119,0,1,AERJ2389,INC,2,FALSE,FALSE,FALSE
Rajasthan,NA,2,President's rule,29/4/77,22/6/77,54,0,yes,no,0,,,,,,,,,
Rajasthan,6,1,Bhairon Singh Shekhawat,22/6/77,16/2/80,969,0,no,no,0,,,,,,,,,
Rajasthan,NA,3,President's rule,16/2/80,6/6/80,111,0,yes,no,0,,,,,,,,,
Rajasthan,7,1,Jagannath Pahadia,6/6/80,13/7/81,402,0,no,no,0,75,1,1,AERJ3391,INC(I),1,FALSE,FALSE,FALSE
Rajasthan,7,2,Shiv Charan Mathur,14/7/81,23/2/85,1320,1,no,no,0,154,0,1,AERJ3580,INC(I),2,TRUE,FALSE,TRUE
Rajasthan,7,3,Heera Lal Devpura,23/2/85,10/3/85,15,0,no,no,0,149,0,1,AERJ34,INC(I),3,TRUE,FALSE,FALSE
Rajasthan,8,1,Hari Dev Joshi,10/3/85,20/1/88,1046,0,no,no,0,131,0,1,AERJ2389,INC,5,TRUE,TRUE,TRUE
Rajasthan,8,2,Shiv Charan Mathur,20/1/88,4/12/89,684,0,no,no,0,154,0,1,AERJ3580,INC,3,TRUE,TRUE,TRUE
Rajasthan,8,3,Hari Dev Joshi,4/12/89,4/3/90,90,0,no,no,0,131,0,1,AERJ2389,INC,5,TRUE,TRUE,TRUE
Rajasthan,9,1,Bhairon Singh Shekhawat,4/3/90,15/12/92,1017,0,no,no,0,114,0,1,AERJ9885,BJP,3,FALSE,TRUE,TRUE
Rajasthan,NA,4,President's rule,15/12/92,4/12/93,354,0,yes,no,0,,,,,,,,,
Rajasthan,10,1,Bhairon Singh Shekhawat,4/12/93,1/12/98,1823,0,no,no,0,166,0,1,AERJ9885,BJP,4,FALSE,TRUE,TRUE
Rajasthan,11,1,Ashok Gehlot,1/12/98,8/12/03,1833,0,no,no,0,82,0,1,AERJ12982,INC,1,FALSE,FALSE,FALSE
Rajasthan,12,1,Smt. Vasundhara Raje,8/12/03,13/12/08,1832,0,no,no,0,118,0,1,AERJ5913,BJP,2,FALSE,FALSE,FALSE
Rajasthan,13,1,Ashok Gehlot,13/12/08,13/12/13,1826,0,no,no,0,127,0,1,GERJ27768,INC,2,FALSE,TRUE,TRUE
Rajasthan,14,1,Smt. Vasundhara Raje,13/12/13,17/12/18,1830,0,no,no,0,198,0,1,AERJ5913,BJP,4,FALSE,TRUE,TRUE
Sikkim,0,1,Kazi Lhendup Dorjee,16/5/75,18/8/79,1555,,no,no,1,,,,,,,,,
Sikkim,NA,1,President's rule,18/8/79,18/10/79,61,0,yes,no,0,,,,,,,,,
Sikkim,1,1,Nar Bahadur Bhandari,18/10/79,11/5/84,1667,0,no,no,0,8,0,1,AESK83554,SJP,1,FALSE,FALSE,FALSE
Sikkim,1,2,B. B. Gurung,11/5/84,25/5/84,14,0,no,no,0,7,0,1,AESK84064,SCR,1,FALSE,FALSE,FALSE
Sikkim,NA,2,President's rule,25/5/84,8/3/85,287,0,yes,no,0,,,,,,,,,
Sikkim,2,1,Nar Bahadur Bhandari,8/3/85,30/11/89,1728,0,no,no,0,8,0,1,AESK83554,SSP,2,TRUE,TRUE,TRUE
Sikkim,3,1,Nar Bahadur Bhandari,30/11/89,17/6/94,1660,0,no,no,0,8,0,1,AESK83554,SSP,3,FALSE,TRUE,TRUE
Sikkim,3,2,Sanchaman Limboo,17/6/94,12/12/94,178,0,no,no,1,,,,,,,,,
Sikkim,4,1,Pawan Kumar Chamling,12/12/94,1/10/99,1754,0,no,no,0,13,0,1,AESK83199,SDF,3,TRUE,TRUE,TRUE
Sikkim,5,1,Pawan Kumar Chamling,1/10/99,21/5/04,1694,0,no,no,0,13,0,1,AESK83199,SDF,4,FALSE,TRUE,TRUE
Sikkim,6,1,Pawan Kumar Chamling,21/5/04,20/5/09,1825,0,no,no,0,,,,,,,,,
Sikkim,7,1,Pawan Kumar Chamling,20/5/09,21/5/14,1827,0,no,no,0,10,0,1,AESK83199,SDF,5,FALSE,FALSE,FALSE
Sikkim,8,1,Pawan Kumar Chamling,21/5/14,27/5/19,1832,0,no,no,0,11,0,1,AESK83199,SDF,6,FALSE,TRUE,TRUE
Sikkim,10,1,Prem Singh Tamang,27/5/19,,,0,no,no,0,28,0,1,,,,,,
Tamil_Nadu,0,2,Thiru K Kamaraj,3/3/62,2/10/63,578,,no,no,0,,,,,,,,,
Tamil_Nadu,0,3,Thiru M Bakthavatsalam,2/10/63,6/3/67,1251,0,no,no,0,,,,,,,,,
Tamil_Nadu,0,4,Dr. C.N. Annadurai,6/3/67,3/2/69,700,0,no,yes,0,,,,,,,,,
Tamil_Nadu,0,5,Dr. Kalaignar M Karunanidhi,10/2/69,4/1/71,693,7,no,no,0,,,,,,,,,
Tamil_Nadu,1,1,Dr. Kalaignar M Karunanidhi,15/3/71,31/1/76,1783,70,no,no,0,12,0,1,AETN189483,DMK,1,FALSE,FALSE,FALSE
Tamil_Nadu,NA,1,President's Rule,31/1/76,29/6/77,515,0,yes,no,0,,,,,,,,,
Tamil_Nadu,2,1,Dr. M G Ramachandran,30/6/77,17/2/80,962,1,no,no,0,204,0,1,AETN211897,ADK,2,TRUE,TRUE,TRUE
Tamil_Nadu,NA,2,President's Rule,17/2/80,8/6/80,112,0,yes,no,0,,,,,,,,,
Tamil_Nadu,3,1,Dr. M G Ramachandran,9/6/80,15/11/84,1620,1,no,no,0,142,0,1,AETN211897,ADK,3,FALSE,TRUE,TRUE
Tamil_Nadu,4,1,Dr. M G Ramachandran,10/2/85,24/12/87,1047,87,no,no,0,135,0,1,AETN211897,ADK,4,FALSE,TRUE,TRUE
Tamil_Nadu,4,2,Thirumathi Janaki Ramachandran,7/1/88,30/1/88,23,14,no,no,1,,,,,,,,,
Tamil_Nadu,NA,3,President's Rule,30/1/88,26/1/89,362,0,yes,,0,,,,,,,,,
Tamil_Nadu,5,1,Dr. Kalaignar M Karunanidhi,27/1/89,30/1/91,733,1,no,no,0,2,0,1,AETN189483,DMK,4,FALSE,FALSE,FALSE
Tamil_Nadu,NA,4,President's Rule,30/1/91,23/6/91,144,0,yes,no,0,,,,,,,,,
Tamil_Nadu,6,1,Dr. Selvi J Jayalalithaa,24/6/91,12/5/96,1784,1,no,no,0,78,0,1,AETN192262,ADK,2,TRUE,TRUE,TRUE
