State_Name,Assembly_No,Sequence_No,Name,start_date,end_date,days_in_off,delay_apt,Administrative_rule,MLC,Caretaker_CM,Constituency_No,Poll_No,Position,pid,Party,No_Terms,Turncoat,Incumbent,Recontest
Tamil_Nadu,7,1,Dr. Kalaignar M Karunanidhi,13/5/96,13/5/01,1826,1,no,no,0,11,0,1,AETN189483,DMK,6,FALSE,FALSE,TRUE
Tamil_Nadu,8,1,Dr. Selvi J Jayalalithaa,14/5/01,21/9/01,130,1,no,no,0,135,1,1,AETN192262,ADMK,3,FALSE,FALSE,TRUE
Tamil_Nadu,8,2,Thiru O. Panneerselvam,21/9/01,1/3/02,161,0,no,no,0,131,0,1,AETN189985,ADMK,1,FALSE,FALSE,FALSE
Tamil_Nadu,8,3,Dr. Selvi J Jayalalithaa,2/3/02,12/5/06,1532,1,no,no,0,135,1,1,AETN192262,ADMK,3,FALSE,FALSE,TRUE
Tamil_Nadu,9,1,Dr. Kalaignar M. Karunanidhi,13/5/06,15/5/11,1828,1,no,no,0,11,0,1,AETN189483,DMK,8,FALSE,TRUE,TRUE
Tamil_Nadu,10,1,Dr. Selvi J Jayalalithaa,16/5/11,27/9/14,1230,1,no,no,0,139,0,1,AETN192262,ADMK,5,FALSE,TRUE,TRUE
Tamil_Nadu,10,2,Thiru O. Panneerselvam,29/9/14,22/5/15,235,2,no,no,0,200,0,1,AETN189985,ADMK,3,FALSE,TRUE,TRUE
Tamil_Nadu,10,3,Dr. Selvi J Jayalalithaa,23/5/15,19/5/16,362,1,no,no,0,11,1,1,AETN192262,ADMK,5,FALSE,TRUE,TRUE
Tamil_Nadu,11,1,Dr. Selvi J Jayalalithaa,20/5/16,5/12/16,199,1,no,no,0,11,0,1,AETN192262,ADMK,6,FALSE,TRUE,TRUE
Tamil_Nadu,11,2,Thiru O. Panneerselvam,6/12/16,15/2/17,71,1,no,no,0,200,0,1,AETN189985,ADMK,4,FALSE,TRUE,TRUE
Tripura,1,1,Sachindra Lal Singh,1/7/63,28/2/67,1338,,no,no,0,,,,,,,,,
Tripura,2,1,Sachindra Lal Singh,1/3/67,1/11/71,1706,1,no,no,0,3,0,1,AETR5195902,INC,1,FALSE,FALSE,FALSE
Tripura,NA,1,President's Rule,1/11/71,20/3/72,140,0,yes,no,0,,,,,,,,,
Tripura,3,1,Sukhamoy Sen Gupta,20/3/72,31/3/77,1837,0,no,no,0,7,0,1,AETR352,CPM,1,FALSE,FALSE,FALSE
Tripura,3,2,Prafulla Kumar Das,1/4/77,25/7/77,115,1,no,no,0,3,0,2,,,,,,
Tripura,3,3,Radhika Ranjan Gupta,26/7/77,4/11/77,101,1,no,no,0,51,0,3,,,,,,
Tripura,NA,2,President's Rule,5/11/77,5/1/78,61,1,yes,no,0,,,,,,,,,
Tripura,4,1,Nripen Chakraborty,5/1/78,9/1/83,1830,0,no,no,0,26,0,1,AETR5195500,CPM,3,FALSE,TRUE,TRUE
Tripura,5,1,Nripen Chakraborty,10/1/83,5/2/88,1852,1,no,no,0,26,0,1,AETR5195500,CPM,4,FALSE,TRUE,TRUE
Tripura,6,1,Sudhir Ranjan Majumdar,5/2/88,19/2/92,1475,0,no,no,0,8,0,1,AETR676,FBL,2,FALSE,FALSE,TRUE
Tripura,6,2,Samir Ranjan Barman,19/2/92,10/3/93,385,0,no,no,0,16,0,1,AETR157,INC,3,FALSE,TRUE,TRUE
Tripura,NA,3,President's Rule,11/3/93,10/4/93,30,1,no,no,0,,,,,,,,,
Tripura,7,1,Dasarath Deb,10/4/93,11/3/98,1796,0,no,no,0,23,0,1,AETR5195326,CPM,1,FALSE,FALSE,FALSE
Tripura,8,1,Manik Sarkar,11/3/98,3/3/03,1818,0,no,no,0,22,0,1,AETR1069,CPM,4,FALSE,TRUE,TRUE
Tripura,9,1,Manik Sarkar,4/3/03,9/3/08,1832,1,no,no,0,22,0,1,AETR1069,CPM,5,FALSE,TRUE,TRUE
Tripura,10,1,Manik Sarkar,10/3/08,1/3/13,1817,1,no,no,0,22,0,1,AETR444,CPM,1,FALSE,FALSE,FALSE
Tripura,11,1,Manik Sarkar,2/3/13,9/3/18,1833,1,no,no,0,23,0,1,AETR39559,CPM,1,FALSE,FALSE,FALSE
Tripura,12,1,Biplab Kumar Deb,9/3/18,,,0,no,no,0,9,0,1,,,,,,
Uttar_Pradesh,2,1,Sri Chandrabhanu Gupta,7/12/60,14/3/62,462,,no,no,0,,,,,,,,,
Uttar_Pradesh,3,1,Sri Chandrabhanu Gupta,14/3/62,1/10/63,566,0,no,no,0,14,0,1,AEUP170913,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,3,2,Ms Sucheta Kriplani,2/10/63,13/3/67,1258,1,no,no,0,185,0,1,AEUP1062,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,4,1,Sri Chandrabhanu Gupta,14/3/67,2/4/67,19,1,no,no,0,14,0,1,AEUP173843,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,4,2,Sri Charan Singh,3/4/67,25/2/68,328,1,no,no,0,405,0,1,AEUP176671,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,NA,1,President's Rule,25/2/68,26/2/69,367,0,yes,no,0,,,,,,,,,
Uttar_Pradesh,5,1,Sri Chandrabhanu Gupta,26/2/69,17/2/70,356,0,no,no,0,14,0,1,AEUP5712,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,5,2,Sri Charan Singh,17/2/70,1/10/70,226,0,no,no,0,405,0,1,AEUP166820,BKD,2,TRUE,FALSE,FALSE
Uttar_Pradesh,NA,2,President's Rule,1/10/70,18/10/70,17,0,yes,no,0,,,,,,,,,
Uttar_Pradesh,5,4,Sri T N Singh,18/10/70,3/4/71,167,0,no,no,0,,,,,,,,,
Uttar_Pradesh,5,5,Pt. KamlapatiTripathi,4/4/71,12/6/73,800,1,no,no,0,243,0,1,AEUP172395,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,NA,3,President's Rule,13/6/73,8/11/73,148,1,yes,no,0,,,,,,,,,
Uttar_Pradesh,5,6,Sri Hemvati Nandan Bahuguna,8/11/73,4/3/74,116,0,no,no,0,,,,,,,,,
Uttar_Pradesh,6,1,Sri Hemvati Nandan Bahuguna,15/3/74,29/11/75,624,11,no,no,0,269,0,1,AEUP169224,INC,3,FALSE,FALSE,TRUE
Uttar_Pradesh,NA,4,President's Rule,30/11/75,21/1/76,52,1,yes,no,0,,,,,,,,,
Uttar_Pradesh,6,2,Sri N.D. Tiwari,21/1/76,30/4/77,465,0,no,no,0,16,0,1,AEUP26324,INC,1,FALSE,FALSE,FALSE
Uttar_Pradesh,NA,5,President's Rule,30/4/77,23/6/77,54,0,yes,no,0,,,,,,,,,
Uttar_Pradesh,7,1,Sri Ram Naresh yadav,23/6/77,27/2/79,614,0,no,no,0,,,,,,,,,
Uttar_Pradesh,7,2,Sri Banarasi Das,28/2/79,17/2/80,354,1,no,no,0,391,0,1,AEUP31814,JNP,1,FALSE,FALSE,FALSE
Uttar_Pradesh,NA,6,President's Rule,17/2/80,9/6/80,113,0,yes,no,0,,,,,,,,,
Uttar_Pradesh,8,1,Sri V.P. Singh,9/6/80,18/7/82,769,0,no,no,0,318,1,1,AEUP100433,INC(I),1,FALSE,FALSE,FALSE
Uttar_Pradesh,8,2,Sri Sripati Misra,19/7/82,3/8/84,746,1,no,no,0,124,0,1,AEUP160336,INC(I),2,TRUE,FALSE,FALSE
Uttar_Pradesh,8,3,Sri N.D. Tiwari,3/8/84,10/3/85,219,0,no,no,0,,,,,,,,,
Uttar_Pradesh,9,1,Sri N.D. Tiwari,11/3/85,24/9/85,197,1,no,no,0,16,0,1,AEUP5735,INC,1,TRUE,FALSE,FALSE
Uttar_Pradesh,9,2,Sri Vir Bahadur Singh,24/9/85,24/6/88,1004,0,no,no,0,188,0,1,AEUP6820,INC,3,FALSE,FALSE,FALSE
Uttar_Pradesh,9,3,Sri N.D. Tiwari,25/6/88,5/12/89,528,1,no,no,0,16,0,1,AEUP5735,INC,1,TRUE,FALSE,FALSE
Uttar_Pradesh,10,1,Sri Mulayam Singh Yadav,5/12/89,24/6/91,566,0,no,no,0,305,0,1,AEUP30604,JD,1,FALSE,FALSE,FALSE
Uttar_Pradesh,11,1,Sri Kalyan Singh,24/6/91,6/12/92,531,0,no,no,0,372,0,1,AEUP145891,BJP,1,FALSE,FALSE,FALSE
Uttar_Pradesh,NA,7,President's Rule,6/12/92,4/12/93,363,0,yes,no,0,,,,,,,,,
Uttar_Pradesh,12,1,Sri Mulayam Singh Yadav,4/12/93,3/6/95,546,0,no,no,0,339,0,1,AEUP47646,SP,1,FALSE,FALSE,FALSE
Uttar_Pradesh,12,2,Ms. Mayawati,3/6/95,17/10/95,136,0,no,no,0,,,,,,,,,
Uttar_Pradesh,NA,8,President's Rule,18/10/95,21/3/97,520,1,yes,no,0,,,,,,,,,
Uttar_Pradesh,13,1,Ms. Mayawati,21/3/97,21/9/97,184,0,no,no,0,417,0,1,AEUP60512,BSP,1,FALSE,FALSE,FALSE
Uttar_Pradesh,13,2,Sri Kalyan Singh,21/9/97,11/11/99,781,0,no,no,0,372,0,1,AEUP123873,BJP,1,FALSE,FALSE,FALSE
Uttar_Pradesh,13,3,Sri. Ram Prakash Gupta,12/11/99,28/10/00,351,1,no,yes,0,,,,,,,,,
Uttar_Pradesh,13,4,Sri Rajnath Singh,28/10/00,7/3/02,495,0,no,no,0,141,1,1,AEUP156645,BJP,2,FALSE,FALSE,TRUE
Uttar_Pradesh,NA,9,President's Rule,8/3/02,3/5/02,56,1,yes,no,0,,,,,,,,,
Uttar_Pradesh,14,1,Ms. Mayawati,3/5/02,28/8/03,482,0,no,no,0,401,0,1,AEUP113051,BSP,2,FALSE,FALSE,TRUE
Uttar_Pradesh,14,2,Sri Mulayam Singh Yadav,29/8/03,12/5/07,1352,1,no,no,0,25,1,1,GEUP13257,SP,3,FALSE,FALSE,FALSE
Uttar_Pradesh,15,1,Ms. Mayawati,13/5/07,14/3/12,1767,1,no,yes,0,,,,,,,,,
Uttar_Pradesh,16,1,Sri Akhilesh Yadav,15/3/12,19/3/17,1830,1,no,yes,0,,,,,,,,,
Uttarakhand,0,1,Shri Nityanand Swami,9/11/00,29/10/01,354,,no,no,1,,,,,,,,,
Uttarakhand,0,2,Shri Bhagat Singh koshiyari,30/10/01,1/3/02,122,1,no,no,1,,,,,,,,,
Uttarakhand,1,1,Shri Narayan Dutt Tiwari,2/3/02,7/3/07,1831,1,no,no,0,56,1,1,AEUP153033,INC,1,FALSE,FALSE,FALSE
Uttarakhand,2,1,Maj.General.B.C.Khanduri,7/3/07,26/6/09,842,0,no,no,0,30,1,1,AEUK100833,BJP,1,FALSE,FALSE,FALSE
Uttarakhand,2,2,"Dr.Ramesh Pokhriyal\\""Nishank\""\""""",27/6/09,10/9/11,805,1,no,no,0,35,0,1,AEUP74612,BJP,1,FALSE,FALSE,TRUE
Uttarakhand,2,3,Maj.General.B.C.Khanduri,11/9/11,13/3/12,184,1,no,no,0,30,1,1,AEUK100833,BJP,1,FALSE,FALSE,FALSE
Uttarakhand,3,1,Shri Vijaya Bahuguna,13/3/12,31/1/14,689,0,no,no,0,68,1,1,AEUK100814,INC,1,FALSE,FALSE,FALSE
Uttarakhand,3,2,Shri Harish Rawat,1/2/14,27/3/16,785,1,no,no,0,42,1,1,AEUK100498,INC,1,FALSE,FALSE,FALSE
Uttarakhand,NA,1,President's Rule,27/3/16,21/4/16,25,0,yes,no,0,,,,,,,,,
Uttarakhand,3,3,Shri Harish Rawat,21/4/16,22/4/16,1,0,no,no,0,42,1,1,AEUK100498,INC,1,FALSE,FALSE,FALSE
Uttarakhand,NA,2,President's Rule,22/4/16,11/5/16,19,0,yes,no,0,,,,,,,,,
Uttarakhand,3,4,Shri Harish Rawat,11/5/16,18/3/17,311,0,no,no,0,42,1,1,AEUK100498,INC,1,FALSE,FALSE,FALSE
